売り上げ,日付,来店人数
2,2021-11-20,3
2,2021-11-20,1
2,2021-11-20,2
3,2021-11-20,1
3,2021-11-20,1
3,2021-11-20,8
3,2021-11-20,3
3,2021-11-20,1
3,2021-11-20,2
3,2021-11-20,2
3,2021-11-20,2
3,2021-11-20,2
3,2021-11-20,1
3,2021-11-20,1
3,2021-11-20,1
3,2021-11-20,1
3,2021-11-20,1
4,2021-11-20,1
4,2021-11-20,1
4,2021-11-20,1
4,2021-11-20,3
4,2021-11-20,3
4,2021-11-20,1
4,2021-11-20,1
4,2021-11-20,3
5,2021-11-20,1
5,2021-11-20,5
5,2021-11-20,7
5,2021-11-20,5
5,2021-11-20,4
5,2021-11-20,1
5,2021-11-20,1
5,2021-11-20,3
5,2021-11-20,9
5,2021-11-20,3
5,2021-11-20,4
5,2021-11-20,8
5,2021-11-20,3
5,2021-11-20,1
5,2021-11-20,3
6,2021-11-20,1
6,2021-11-20,10
6,2021-11-20,15
6,2021-11-20,1
6,2021-11-20,2
6,2021-11-20,6
6,2021-11-20,9
6,2021-11-20,6
6,2021-11-20,8
6,2021-11-20,3
6,2021-11-20,3
6,2021-11-20,8
6,2021-11-20,8
6,2021-11-20,7
6,2021-11-20,2
6,2021-11-20,3
7,2021-11-20,3
7,2021-11-20,5
7,2021-11-20,27
7,2021-11-20,4
7,2021-11-20,18
7,2021-11-20,10
7,2021-11-20,18
7,2021-11-20,19
7,2021-11-20,7
7,2021-11-20,16
7,2021-11-20,5
7,2021-11-20,6
7,2021-11-20,5
8,2021-11-20,2
8,2021-11-20,1
8,2021-11-20,27
8,2021-11-20,54
8,2021-11-20,1
8,2021-11-20,28
8,2021-11-20,26
8,2021-11-20,34
8,2021-11-20,18
8,2021-11-20,17
8,2021-11-20,30
8,2021-11-20,26
8,2021-11-20,13
8,2021-11-20,8
8,2021-11-20,12
9,2021-11-20,5
9,2021-11-20,2
9,2021-11-20,4
9,2021-11-20,28
9,2021-11-20,77
9,2021-11-20,1
9,2021-11-20,2
9,2021-11-20,30
9,2021-11-20,6
9,2021-11-20,11
9,2021-11-20,1
9,2021-11-20,26
9,2021-11-20,33
9,2021-11-20,37
9,2021-11-20,41
9,2021-11-20,30
9,2021-11-20,28
9,2021-11-20,7
9,2021-11-20,8
9,2021-11-20,1
9,2021-11-20,6
10,2021-11-20,1
10,2021-11-20,2
10,2021-11-20,2
10,2021-11-20,1
10,2021-11-20,54
10,2021-11-20,84
10,2021-11-20,7
10,2021-11-20,52
10,2021-11-20,1
10,2021-11-20,1
10,2021-11-20,2
10,2021-11-20,1
10,2021-11-20,1
10,2021-11-20,89
10,2021-11-20,106
10,2021-11-20,86
10,2021-11-20,98
10,2021-11-20,81
10,2021-11-20,84
10,2021-11-20,10
10,2021-11-20,12
10,2021-11-20,3
10,2021-11-20,8
11,2021-11-20,4
11,2021-11-20,7
11,2021-11-20,4
11,2021-11-20,2
11,2021-11-20,49
11,2021-11-20,100
11,2021-11-20,1
11,2021-11-20,1
11,2021-11-20,19
11,2021-11-20,53
11,2021-11-20,1
11,2021-11-20,2
11,2021-11-20,104
11,2021-11-20,173
11,2021-11-20,74
11,2021-11-20,169
11,2021-11-20,124
11,2021-11-20,109
11,2021-11-20,7
11,2021-11-20,12
11,2021-11-20,1
11,2021-11-20,1
11,2021-11-20,2
11,2021-11-20,5
12,2021-11-20,1
12,2021-11-20,3
12,2021-11-20,2
12,2021-11-20,1
12,2021-11-20,1
12,2021-11-20,4
12,2021-11-20,45
12,2021-11-20,95
12,2021-11-20,1
12,2021-11-20,1
12,2021-11-20,2
12,2021-11-20,51
12,2021-11-20,2
12,2021-11-20,4
12,2021-11-20,1
12,2021-11-20,148
12,2021-11-20,169
12,2021-11-20,111
12,2021-11-20,202
12,2021-11-20,158
12,2021-11-20,109
12,2021-11-20,7
12,2021-11-20,8
12,2021-11-20,2
12,2021-11-20,7
13,2021-11-20,1
13,2021-11-20,2
13,2021-11-20,2
13,2021-11-20,1
13,2021-11-20,1
13,2021-11-20,2
13,2021-11-20,24
13,2021-11-20,104
13,2021-11-20,1
13,2021-11-20,6
13,2021-11-20,23
13,2021-11-20,4
13,2021-11-20,2
13,2021-11-20,1
13,2021-11-20,196
13,2021-11-20,322
13,2021-11-20,144
13,2021-11-20,197
13,2021-11-20,151
13,2021-11-20,125
13,2021-11-20,6
13,2021-11-20,3
13,2021-11-20,1
13,2021-11-20,5
14,2021-11-20,1
14,2021-11-20,3
14,2021-11-20,3
14,2021-11-20,1
14,2021-11-20,3
14,2021-11-20,22
14,2021-11-20,74
14,2021-11-20,2
14,2021-11-20,2
14,2021-11-20,6
14,2021-11-20,23
14,2021-11-20,1
14,2021-11-20,186
14,2021-11-20,360
14,2021-11-20,166
14,2021-11-20,242
14,2021-11-20,157
14,2021-11-20,165
14,2021-11-20,9
14,2021-11-20,7
14,2021-11-20,3
14,2021-11-20,8
15,2021-11-20,1
15,2021-11-20,8
15,2021-11-20,1
15,2021-11-20,3
15,2021-11-20,1
15,2021-11-20,2
15,2021-11-20,1
15,2021-11-20,2
15,2021-11-20,31
15,2021-11-20,100
15,2021-11-20,1
15,2021-11-20,23
15,2021-11-20,38
15,2021-11-20,7
15,2021-11-20,1
15,2021-11-20,2
15,2021-11-20,176
15,2021-11-20,332
15,2021-11-20,173
15,2021-11-20,238
15,2021-11-20,145
15,2021-11-20,150
15,2021-11-20,8
15,2021-11-20,9
15,2021-11-20,1
15,2021-11-20,2
15,2021-11-20,9
16,2021-11-20,10
16,2021-11-20,2
16,2021-11-20,38
16,2021-11-20,112
16,2021-11-20,1
16,2021-11-20,13
16,2021-11-20,41
16,2021-11-20,1
16,2021-11-20,5
16,2021-11-20,1
16,2021-11-20,2
16,2021-11-20,140
16,2021-11-20,168
16,2021-11-20,158
16,2021-11-20,220
16,2021-11-20,167
16,2021-11-20,118
16,2021-11-20,3
16,2021-11-20,4
16,2021-11-20,1
16,2021-11-20,3
17,2021-11-20,1
17,2021-11-20,1
17,2021-11-20,1
17,2021-11-20,1
17,2021-11-20,58
17,2021-11-20,93
17,2021-11-20,3
17,2021-11-20,1
17,2021-11-20,7
17,2021-11-20,54
17,2021-11-20,1
17,2021-11-20,88
17,2021-11-20,126
17,2021-11-20,124
17,2021-11-20,199
17,2021-11-20,114
17,2021-11-20,75
17,2021-11-20,4
17,2021-11-20,3
17,2021-11-20,1
17,2021-11-20,3
18,2021-11-20,1
18,2021-11-20,4
18,2021-11-20,1
18,2021-11-20,2
18,2021-11-20,1
18,2021-11-20,29
18,2021-11-20,69
18,2021-11-20,4
18,2021-11-20,26
18,2021-11-20,54
18,2021-11-20,72
18,2021-11-20,80
18,2021-11-20,105
18,2021-11-20,68
18,2021-11-20,40
18,2021-11-20,3
18,2021-11-20,3
18,2021-11-20,3
19,2021-11-20,2
19,2021-11-20,1
19,2021-11-20,22
19,2021-11-20,40
19,2021-11-20,2
19,2021-11-20,20
19,2021-11-20,1
19,2021-11-20,40
19,2021-11-20,49
19,2021-11-20,35
19,2021-11-20,63
19,2021-11-20,33
19,2021-11-20,38
19,2021-11-20,3
19,2021-11-20,3
20,2021-11-20,3
20,2021-11-20,1
20,2021-11-20,15
20,2021-11-20,42
20,2021-11-20,14
20,2021-11-20,12
20,2021-11-20,18
20,2021-11-20,29
20,2021-11-20,25
20,2021-11-20,57
20,2021-11-20,27
20,2021-11-20,14
20,2021-11-20,1
20,2021-11-20,2
20,2021-11-20,1
21,2021-11-20,3
21,2021-11-20,1
21,2021-11-20,14
21,2021-11-20,35
21,2021-11-20,7
21,2021-11-20,13
21,2021-11-20,1
21,2021-11-20,1
21,2021-11-20,6
21,2021-11-20,13
21,2021-11-20,19
21,2021-11-20,24
21,2021-11-20,14
21,2021-11-20,2
22,2021-11-20,1
22,2021-11-20,1
22,2021-11-20,13
22,2021-11-20,22
22,2021-11-20,1
22,2021-11-20,11
22,2021-11-20,7
22,2021-11-20,13
22,2021-11-20,13
22,2021-11-20,7
22,2021-11-20,11
22,2021-11-20,6
23,2021-11-20,15
23,2021-11-20,13
23,2021-11-20,1
23,2021-11-20,12
23,2021-11-20,4
23,2021-11-20,4
23,2021-11-20,2
23,2021-11-20,4
23,2021-11-20,4
23,2021-11-20,4
